TiSId;Índice;Ticker;Data;Cotação
43;EUR_G4L;EURBRL 16 London;13/01/2020;4,6083
43;EUR_G4L;EURBRL 16 London;10/01/2020;4,5228
43;EUR_G4L;EURBRL 16 London;09/01/2020;4,525
43;EUR_G4L;EURBRL 16 London;08/01/2020;4,5254
43;EUR_G4L;EURBRL 16 London;07/01/2020;4,5522
43;EUR_G4L;EURBRL 16 London;06/01/2020;4,5314
43;EUR_G4L;EURBRL 16 London;03/01/2020;4,515
43;EUR_G4L;EURBRL 16 London;02/01/2020;4,514
43;EUR_G4L;EURBRL 16 London;31/12/2019;4,5114
43;EUR_G4L;EURBRL 16 London;30/12/2019;4,5066
43;EUR_G4L;EURBRL 16 London;27/12/2019;4,5284
43;EUR_G4L;EURBRL 16 London;26/12/2019;4,5059
43;EUR_G4L;EURBRL 16 London;24/12/2019;4,5288
43;EUR_G4L;EURBRL 16 London;23/12/2019;4,5011
43;EUR_G4L;EURBRL 16 London;20/12/2019;4,5245
43;EUR_G4L;EURBRL 16 London;19/12/2019;4,5208
43;EUR_G4L;EURBRL 16 London;18/12/2019;4,5067
43;EUR_G4L;EURBRL 16 London;17/12/2019;4,5374
43;EUR_G4L;EURBRL 16 London;16/12/2019;4,5334
43;EUR_G4L;EURBRL 16 London;13/12/2019;4,5717
43;EUR_G4L;EURBRL 16 London;12/12/2019;4,5618
43;EUR_G4L;EURBRL 16 London;11/12/2019;4,5643
43;EUR_G4L;EURBRL 16 London;10/12/2019;4,5942
43;EUR_G4L;EURBRL 16 London;09/12/2019;4,5929
43;EUR_G4L;EURBRL 16 London;06/12/2019;4,6124
43;EUR_G4L;EURBRL 16 London;05/12/2019;4,673
43;EUR_G4L;EURBRL 16 London;04/12/2019;4,6473
43;EUR_G4L;EURBRL 16 London;03/12/2019;4,6472
43;EUR_G4L;EURBRL 16 London;02/12/2019;4,6708
43;EUR_G4L;EURBRL 16 London;29/11/2019;4,6638
43;EUR_G4L;EURBRL 16 London;28/11/2019;4,6782
43;EUR_G4L;EURBRL 16 London;27/11/2019;4,6869
43;EUR_G4L;EURBRL 16 London;26/11/2019;4,6977
43;EUR_G4L;EURBRL 16 London;25/11/2019;4,6382
43;EUR_G4L;EURBRL 16 London;22/11/2019;4,6148
43;EUR_G4L;EURBRL 16 London;21/11/2019;4,6669
43;EUR_G4L;EURBRL 16 London;20/11/2019;4,6439
43;EUR_G4L;EURBRL 16 London;19/11/2019;4,6698
43;EUR_G4L;EURBRL 16 London;18/11/2019;4,6431
43;EUR_G4L;EURBRL 16 London;15/11/2019;4,6282
43;EUR_G4L;EURBRL 16 London;14/11/2019;4,6078
43;EUR_G4L;EURBRL 16 London;13/11/2019;4,5986
43;EUR_G4L;EURBRL 16 London;12/11/2019;4,5939
43;EUR_G4L;EURBRL 16 London;11/11/2019;4,5808
43;EUR_G4L;EURBRL 16 London;08/11/2019;4,5601
43;EUR_G4L;EURBRL 16 London;07/11/2019;4,5242
43;EUR_G4L;EURBRL 16 London;06/11/2019;4,4881
43;EUR_G4L;EURBRL 16 London;05/11/2019;4,4288
43;EUR_G4L;EURBRL 16 London;04/11/2019;4,4524
43;EUR_G4L;EURBRL 16 London;01/11/2019;4,4415
43;EUR_G4L;EURBRL 16 London;31/10/2019;4,478
43;EUR_G4L;EURBRL 16 London;30/10/2019;4,4667
43;EUR_G4L;EURBRL 16 London;29/10/2019;4,4345
43;EUR_G4L;EURBRL 16 London;28/10/2019;4,4125
43;EUR_G4L;EURBRL 16 London;25/10/2019;4,4569
43;EUR_G4L;EURBRL 16 London;24/10/2019;4,4549
43;EUR_G4L;EURBRL 16 London;23/10/2019;4,5212
43;EUR_G4L;EURBRL 16 London;22/10/2019;4,545
43;EUR_G4L;EURBRL 16 London;21/10/2019;4,6125
43;EUR_G4L;EURBRL 16 London;18/10/2019;4,6012
43;EUR_G4L;EURBRL 16 London;17/10/2019;4,5974
43;EUR_G4L;EURBRL 16 London;16/10/2019;4,6086
43;EUR_G4L;EURBRL 16 London;15/10/2019;4,5747
43;EUR_G4L;EURBRL 16 London;14/10/2019;4,5484
43;EUR_G4L;EURBRL 16 London;11/10/2019;4,5349
43;EUR_G4L;EURBRL 16 London;10/10/2019;4,5163
43;EUR_G4L;EURBRL 16 London;09/10/2019;4,5073
43;EUR_G4L;EURBRL 16 London;08/10/2019;4,473
43;EUR_G4L;EURBRL 16 London;07/10/2019;4,4708
43;EUR_G4L;EURBRL 16 London;04/10/2019;4,4564
43;EUR_G4L;EURBRL 16 London;03/10/2019;4,4972
43;EUR_G4L;EURBRL 16 London;02/10/2019;4,5511
43;EUR_G4L;EURBRL 16 London;01/10/2019;4,5571
43;EUR_G4L;EURBRL 16 London;30/09/2019;4,5414
43;EUR_G4L;EURBRL 16 London;27/09/2019;4,5437
43;EUR_G4L;EURBRL 16 London;26/09/2019;4,5397
43;EUR_G4L;EURBRL 16 London;25/09/2019;4,5802
43;EUR_G4L;EURBRL 16 London;24/09/2019;4,5888
43;EUR_G4L;EURBRL 16 London;23/09/2019;4,5862
43;EUR_G4L;EURBRL 16 London;20/09/2019;4,6019
43;EUR_G4L;EURBRL 16 London;19/09/2019;4,5741
43;EUR_G4L;EURBRL 16 London;18/09/2019;4,5353
43;EUR_G4L;EURBRL 16 London;17/09/2019;4,5283
43;EUR_G4L;EURBRL 16 London;16/09/2019;4,4864
43;EUR_G4L;EURBRL 16 London;13/09/2019;4,4954
43;EUR_G4L;EURBRL 16 London;12/09/2019;4,4717
43;EUR_G4L;EURBRL 16 London;11/09/2019;4,4607
43;EUR_G4L;EURBRL 16 London;10/09/2019;4,5437
43;EUR_G4L;EURBRL 16 London;09/09/2019;4,5219
43;EUR_G4L;EURBRL 16 London;06/09/2019;4,4875
43;EUR_G4L;EURBRL 16 London;05/09/2019;4,5131
43;EUR_G4L;EURBRL 16 London;04/09/2019;4,5388
43;EUR_G4L;EURBRL 16 London;03/09/2019;4,5609
43;EUR_G4L;EURBRL 16 London;02/09/2019;4,5626
43;EUR_G4L;EURBRL 16 London;30/08/2019;4,5549
43;EUR_G4L;EURBRL 16 London;29/08/2019;4,6132
43;EUR_G4L;EURBRL 16 London;28/08/2019;4,6012
43;EUR_G4L;EURBRL 16 London;27/08/2019;4,6227
43;EUR_G4L;EURBRL 16 London;26/08/2019;4,6066
43;EUR_G4L;EURBRL 16 London;23/08/2019;4,5053
43;EUR_G4L;EURBRL 16 London;22/08/2019;4,4874
43;EUR_G4L;EURBRL 16 London;21/08/2019;4,4748
43;EUR_G4L;EURBRL 16 London;20/08/2019;4,4705
43;EUR_G4L;EURBRL 16 London;19/08/2019;4,4746
43;EUR_G4L;EURBRL 16 London;16/08/2019;4,437
43;EUR_G4L;EURBRL 16 London;15/08/2019;4,4571
43;EUR_G4L;EURBRL 16 London;14/08/2019;4,4741
43;EUR_G4L;EURBRL 16 London;13/08/2019;4,4262
43;EUR_G4L;EURBRL 16 London;12/08/2019;4,4765
43;EUR_G4L;EURBRL 16 London;09/08/2019;4,4125
43;EUR_G4L;EURBRL 16 London;08/08/2019;4,4081
43;EUR_G4L;EURBRL 16 London;07/08/2019;4,4578
43;EUR_G4L;EURBRL 16 London;06/08/2019;4,4441
43;EUR_G4L;EURBRL 16 London;05/08/2019;4,4089
43;EUR_G4L;EURBRL 16 London;02/08/2019;4,3165
43;EUR_G4L;EURBRL 16 London;01/08/2019;4,2298
43;EUR_G4L;EURBRL 16 London;31/07/2019;4,1904
43;EUR_G4L;EURBRL 16 London;30/07/2019;4,2247
43;EUR_G4L;EURBRL 16 London;29/07/2019;4,2188
43;EUR_G4L;EURBRL 16 London;26/07/2019;4,2029
43;EUR_G4L;EURBRL 16 London;25/07/2019;4,2241
43;EUR_G4L;EURBRL 16 London;24/07/2019;4,188
43;EUR_G4L;EURBRL 16 London;23/07/2019;4,1984
43;EUR_G4L;EURBRL 16 London;22/07/2019;4,194
43;EUR_G4L;EURBRL 16 London;19/07/2019;4,2005
43;EUR_G4L;EURBRL 16 London;18/07/2019;4,2063
43;EUR_G4L;EURBRL 16 London;17/07/2019;4,2274
43;EUR_G4L;EURBRL 16 London;16/07/2019;4,2198
43;EUR_G4L;EURBRL 16 London;15/07/2019;4,2231
43;EUR_G4L;EURBRL 16 London;12/07/2019;4,2153
43;EUR_G4L;EURBRL 16 London;11/07/2019;4,229
43;EUR_G4L;EURBRL 16 London;10/07/2019;4,247
43;EUR_G4L;EURBRL 16 London;09/07/2019;4,2603
43;EUR_G4L;EURBRL 16 London;08/07/2019;4,2737
43;EUR_G4L;EURBRL 16 London;05/07/2019;4,2942
43;EUR_G4L;EURBRL 16 London;04/07/2019;4,2809
43;EUR_G4L;EURBRL 16 London;03/07/2019;4,3384
43;EUR_G4L;EURBRL 16 London;02/07/2019;4,356
43;EUR_G4L;EURBRL 16 London;01/07/2019;4,3212
43;EUR_G4L;EURBRL 16 London;28/06/2019;4,3646
43;EUR_G4L;EURBRL 16 London;27/06/2019;4,3928
43;EUR_G4L;EURBRL 16 London;26/06/2019;4,3761
43;EUR_G4L;EURBRL 16 London;25/06/2019;4,3617
43;EUR_G4L;EURBRL 16 London;24/06/2019;4,3521
43;EUR_G4L;EURBRL 16 London;21/06/2019;4,3218
43;EUR_G4L;EURBRL 16 London;20/06/2019;4,3354
43;EUR_G4L;EURBRL 16 London;19/06/2019;4,3485
43;EUR_G4L;EURBRL 16 London;18/06/2019;4,3161
43;EUR_G4L;EURBRL 16 London;17/06/2019;4,3701
43;EUR_G4L;EURBRL 16 London;14/06/2019;4,3597
43;EUR_G4L;EURBRL 16 London;13/06/2019;4,3371
43;EUR_G4L;EURBRL 16 London;12/06/2019;4,3433
43;EUR_G4L;EURBRL 16 London;11/06/2019;4,3712
43;EUR_G4L;EURBRL 16 London;10/06/2019;4,3901
43;EUR_G4L;EURBRL 16 London;07/06/2019;4,3692
43;EUR_G4L;EURBRL 16 London;06/06/2019;4,3802
43;EUR_G4L;EURBRL 16 London;05/06/2019;4,3631
43;EUR_G4L;EURBRL 16 London;04/06/2019;4,3462
43;EUR_G4L;EURBRL 16 London;03/06/2019;4,3696
43;EUR_G4L;EURBRL 16 London;31/05/2019;4,361
43;EUR_G4L;EURBRL 16 London;30/05/2019;4,4084
43;EUR_G4L;EURBRL 16 London;29/05/2019;4,4538
43;EUR_G4L;EURBRL 16 London;28/05/2019;4,5016
43;EUR_G4L;EURBRL 16 London;27/05/2019;4,4975
43;EUR_G4L;EURBRL 16 London;24/05/2019;4,5288
43;EUR_G4L;EURBRL 16 London;23/05/2019;4,498
43;EUR_G4L;EURBRL 16 London;22/05/2019;4,4814
43;EUR_G4L;EURBRL 16 London;21/05/2019;4,5431
43;EUR_G4L;EURBRL 16 London;20/05/2019;4,5862
43;EUR_G4L;EURBRL 16 London;17/05/2019;4,5492
43;EUR_G4L;EURBRL 16 London;16/05/2019;4,4903
43;EUR_G4L;EURBRL 16 London;15/05/2019;4,4804
43;EUR_G4L;EURBRL 16 London;14/05/2019;4,4594
43;EUR_G4L;EURBRL 16 London;13/05/2019;4,4925
43;EUR_G4L;EURBRL 16 London;10/05/2019;4,4618
43;EUR_G4L;EURBRL 16 London;09/05/2019;4,4552
43;EUR_G4L;EURBRL 16 London;08/05/2019;4,4036
43;EUR_G4L;EURBRL 16 London;07/05/2019;4,4629
43;EUR_G4L;EURBRL 16 London;06/05/2019;4,4321
43;EUR_G4L;EURBRL 16 London;03/05/2019;4,4042
43;EUR_G4L;EURBRL 16 London;02/05/2019;4,4338
43;EUR_G4L;EURBRL 16 London;01/05/2019;4,4045
43;EUR_G4L;EURBRL 16 London;30/04/2019;4,4285
43;EUR_G4L;EURBRL 16 London;29/04/2019;4,3926
43;EUR_G4L;EURBRL 16 London;26/04/2019;4,3839
43;EUR_G4L;EURBRL 16 London;25/04/2019;4,4103
43;EUR_G4L;EURBRL 16 London;24/04/2019;4,4439
43;EUR_G4L;EURBRL 16 London;23/04/2019;4,4321
43;EUR_G4L;EURBRL 16 London;22/04/2019;4,4225
43;EUR_G4L;EURBRL 16 London;18/04/2019;4,4391
43;EUR_G4L;EURBRL 16 London;17/04/2019;4,4379
43;EUR_G4L;EURBRL 16 London;16/04/2019;4,3926
43;EUR_G4L;EURBRL 16 London;15/04/2019;4,3931
43;EUR_G4L;EURBRL 16 London;12/04/2019;4,3755
43;EUR_G4L;EURBRL 16 London;11/04/2019;4,322
43;EUR_G4L;EURBRL 16 London;10/04/2019;4,307
43;EUR_G4L;EURBRL 16 London;09/04/2019;4,3479
43;EUR_G4L;EURBRL 16 London;08/04/2019;4,3597
43;EUR_G4L;EURBRL 16 London;05/04/2019;4,3344
43;EUR_G4L;EURBRL 16 London;04/04/2019;4,3371
43;EUR_G4L;EURBRL 16 London;03/04/2019;4,3107
43;EUR_G4L;EURBRL 16 London;02/04/2019;4,3351
43;EUR_G4L;EURBRL 16 London;01/04/2019;4,341
43;EUR_G4L;EURBRL 16 London;29/03/2019;4,3702
43;EUR_G4L;EURBRL 16 London;28/03/2019;4,4579
43;EUR_G4L;EURBRL 16 London;27/03/2019;4,4525
43;EUR_G4L;EURBRL 16 London;26/03/2019;4,373
43;EUR_G4L;EURBRL 16 London;25/03/2019;4,3762
43;EUR_G4L;EURBRL 16 London;22/03/2019;4,3942
43;EUR_G4L;EURBRL 16 London;21/03/2019;4,338
43;EUR_G4L;EURBRL 16 London;20/03/2019;4,2988
43;EUR_G4L;EURBRL 16 London;19/03/2019;4,277
43;EUR_G4L;EURBRL 16 London;18/03/2019;4,3208
43;EUR_G4L;EURBRL 16 London;15/03/2019;4,3205
43;EUR_G4L;EURBRL 16 London;14/03/2019;4,3353
43;EUR_G4L;EURBRL 16 London;13/03/2019;4,3252
43;EUR_G4L;EURBRL 16 London;12/03/2019;4,2951
43;EUR_G4L;EURBRL 16 London;11/03/2019;4,3147
43;EUR_G4L;EURBRL 16 London;08/03/2019;4,3351
43;EUR_G4L;EURBRL 16 London;07/03/2019;4,3468
43;EUR_G4L;EURBRL 16 London;06/03/2019;4,2748
43;EUR_G4L;EURBRL 16 London;05/03/2019;4,2708
43;EUR_G4L;EURBRL 16 London;04/03/2019;4,2768
43;EUR_G4L;EURBRL 16 London;01/03/2019;4,3143
43;EUR_G4L;EURBRL 16 London;28/02/2019;4,2717
43;EUR_G4L;EURBRL 16 London;27/02/2019;4,2524
43;EUR_G4L;EURBRL 16 London;26/02/2019;4,2713
43;EUR_G4L;EURBRL 16 London;25/02/2019;4,2366
43;EUR_G4L;EURBRL 16 London;22/02/2019;4,2369
43;EUR_G4L;EURBRL 16 London;21/02/2019;4,267
43;EUR_G4L;EURBRL 16 London;20/02/2019;4,2163
43;EUR_G4L;EURBRL 16 London;19/02/2019;4,2058
43;EUR_G4L;EURBRL 16 London;18/02/2019;4,2278
43;EUR_G4L;EURBRL 16 London;15/02/2019;4,1893
43;EUR_G4L;EURBRL 16 London;14/02/2019;4,2413
43;EUR_G4L;EURBRL 16 London;13/02/2019;4,229
43;EUR_G4L;EURBRL 16 London;12/02/2019;4,2131
43;EUR_G4L;EURBRL 16 London;11/02/2019;4,2451
43;EUR_G4L;EURBRL 16 London;08/02/2019;4,2247
43;EUR_G4L;EURBRL 16 London;07/02/2019;4,2312
43;EUR_G4L;EURBRL 16 London;06/02/2019;4,208
43;EUR_G4L;EURBRL 16 London;05/02/2019;4,1974
43;EUR_G4L;EURBRL 16 London;04/02/2019;4,1865
43;EUR_G4L;EURBRL 16 London;01/02/2019;4,1851
43;EUR_G4L;EURBRL 16 London;31/01/2019;4,1794
43;EUR_G4L;EURBRL 16 London;30/01/2019;4,2488
43;EUR_G4L;EURBRL 16 London;29/01/2019;4,2577
43;EUR_G4L;EURBRL 16 London;28/01/2019;4,3087
43;EUR_G4L;EURBRL 16 London;25/01/2019;4,2835
43;EUR_G4L;EURBRL 16 London;24/01/2019;4,2716
43;EUR_G4L;EURBRL 16 London;23/01/2019;4,325
43;EUR_G4L;EURBRL 16 London;22/01/2019;4,2891
43;EUR_G4L;EURBRL 16 London;21/01/2019;4,2846
43;EUR_G4L;EURBRL 16 London;18/01/2019;4,2558
43;EUR_G4L;EURBRL 16 London;17/01/2019;4,2835
43;EUR_G4L;EURBRL 16 London;16/01/2019;4,2556
43;EUR_G4L;EURBRL 16 London;15/01/2019;4,2495
43;EUR_G4L;EURBRL 16 London;14/01/2019;4,2615
43;EUR_G4L;EURBRL 16 London;11/01/2019;4,2604
43;EUR_G4L;EURBRL 16 London;10/01/2019;4,2436
43;EUR_G4L;EURBRL 16 London;09/01/2019;4,2423
43;EUR_G4L;EURBRL 16 London;08/01/2019;4,2525
43;EUR_G4L;EURBRL 16 London;07/01/2019;4,263
43;EUR_G4L;EURBRL 16 London;04/01/2019;4,2429
43;EUR_G4L;EURBRL 16 London;03/01/2019;4,2815
43;EUR_G4L;EURBRL 16 London;02/01/2019;4,3333
43;EUR_G4L;EURBRL 16 London;31/12/2018;4,4377
43;EUR_G4L;EURBRL 16 London;28/12/2018;4,4235
43;EUR_G4L;EURBRL 16 London;27/12/2018;4,4592
43;EUR_G4L;EURBRL 16 London;26/12/2018;4,4759
43;EUR_G4L;EURBRL 16 London;24/12/2018;4,4552
43;EUR_G4L;EURBRL 16 London;21/12/2018;4,4195
43;EUR_G4L;EURBRL 16 London;20/12/2018;4,3906
43;EUR_G4L;EURBRL 16 London;19/12/2018;4,4191
43;EUR_G4L;EURBRL 16 London;18/12/2018;4,4371
43;EUR_G4L;EURBRL 16 London;17/12/2018;4,4326
43;EUR_G4L;EURBRL 16 London;14/12/2018;4,4014
43;EUR_G4L;EURBRL 16 London;13/12/2018;4,4041
43;EUR_G4L;EURBRL 16 London;12/12/2018;4,3702
43;EUR_G4L;EURBRL 16 London;11/12/2018;4,43
43;EUR_G4L;EURBRL 16 London;10/12/2018;4,4767
43;EUR_G4L;EURBRL 16 London;07/12/2018;4,3977
43;EUR_G4L;EURBRL 16 London;06/12/2018;4,4635
43;EUR_G4L;EURBRL 16 London;05/12/2018;4,3878
43;EUR_G4L;EURBRL 16 London;04/12/2018;4,3461
43;EUR_G4L;EURBRL 16 London;03/12/2018;4,3455
43;EUR_G4L;EURBRL 16 London;30/11/2018;4,3881
43;EUR_G4L;EURBRL 16 London;29/11/2018;4,3796
43;EUR_G4L;EURBRL 16 London;28/11/2018;4,3726
43;EUR_G4L;EURBRL 16 London;27/11/2018;4,3897
43;EUR_G4L;EURBRL 16 London;26/11/2018;4,401
43;EUR_G4L;EURBRL 16 London;23/11/2018;4,3296
43;EUR_G4L;EURBRL 16 London;22/11/2018;4,3495
43;EUR_G4L;EURBRL 16 London;21/11/2018;4,3227
43;EUR_G4L;EURBRL 16 London;20/11/2018;4,2905
43;EUR_G4L;EURBRL 16 London;19/11/2018;4,293
43;EUR_G4L;EURBRL 16 London;16/11/2018;4,2715
43;EUR_G4L;EURBRL 16 London;15/11/2018;4,2844
43;EUR_G4L;EURBRL 16 London;14/11/2018;4,2878
43;EUR_G4L;EURBRL 16 London;13/11/2018;4,289
43;EUR_G4L;EURBRL 16 London;12/11/2018;4,2265
43;EUR_G4L;EURBRL 16 London;09/11/2018;4,2672
43;EUR_G4L;EURBRL 16 London;08/11/2018;4,2843
43;EUR_G4L;EURBRL 16 London;07/11/2018;4,3165
43;EUR_G4L;EURBRL 16 London;06/11/2018;4,2854
43;EUR_G4L;EURBRL 16 London;05/11/2018;4,2169
43;EUR_G4L;EURBRL 16 London;02/11/2018;4,2108
43;EUR_G4L;EURBRL 16 London;01/11/2018;4,2183
43;EUR_G4L;EURBRL 16 London;31/10/2018;4,2116
43;EUR_G4L;EURBRL 16 London;30/10/2018;4,219
43;EUR_G4L;EURBRL 16 London;29/10/2018;4,1798
43;EUR_G4L;EURBRL 16 London;26/10/2018;4,1916
43;EUR_G4L;EURBRL 16 London;25/10/2018;4,2096
43;EUR_G4L;EURBRL 16 London;24/10/2018;4,239
43;EUR_G4L;EURBRL 16 London;23/10/2018;4,2556
43;EUR_G4L;EURBRL 16 London;22/10/2018;4,2151
43;EUR_G4L;EURBRL 16 London;19/10/2018;4,263
43;EUR_G4L;EURBRL 16 London;18/10/2018;4,2503
43;EUR_G4L;EURBRL 16 London;17/10/2018;4,2661
43;EUR_G4L;EURBRL 16 London;16/10/2018;4,29
43;EUR_G4L;EURBRL 16 London;15/10/2018;4,3162
43;EUR_G4L;EURBRL 16 London;12/10/2018;4,3693
43;EUR_G4L;EURBRL 16 London;11/10/2018;4,3409
43;EUR_G4L;EURBRL 16 London;10/10/2018;4,3227
43;EUR_G4L;EURBRL 16 London;09/10/2018;4,2923
43;EUR_G4L;EURBRL 16 London;08/10/2018;4,3068
43;EUR_G4L;EURBRL 16 London;05/10/2018;4,4636
43;EUR_G4L;EURBRL 16 London;04/10/2018;4,5078
43;EUR_G4L;EURBRL 16 London;03/10/2018;4,4425
43;EUR_G4L;EURBRL 16 London;02/10/2018;4,5715
43;EUR_G4L;EURBRL 16 London;01/10/2018;4,6681
43;EUR_G4L;EURBRL 16 London;28/09/2018;4,6379
43;EUR_G4L;EURBRL 16 London;27/09/2018;4,6541
43;EUR_G4L;EURBRL 16 London;26/09/2018;4,7695
43;EUR_G4L;EURBRL 16 London;25/09/2018;4,8653
43;EUR_G4L;EURBRL 16 London;24/09/2018;4,7818
43;EUR_G4L;EURBRL 16 London;21/09/2018;4,8019
43;EUR_G4L;EURBRL 16 London;20/09/2018;4,8316
43;EUR_G4L;EURBRL 16 London;19/09/2018;4,8253
43;EUR_G4L;EURBRL 16 London;18/09/2018;4,8428
43;EUR_G4L;EURBRL 16 London;17/09/2018;4,8499
43;EUR_G4L;EURBRL 16 London;14/09/2018;4,8839
43;EUR_G4L;EURBRL 16 London;13/09/2018;4,8706
43;EUR_G4L;EURBRL 16 London;12/09/2018;4,8038
43;EUR_G4L;EURBRL 16 London;11/09/2018;4,8371
43;EUR_G4L;EURBRL 16 London;10/09/2018;4,7525
43;EUR_G4L;EURBRL 16 London;07/09/2018;4,6986
43;EUR_G4L;EURBRL 16 London;06/09/2018;4,8339
43;EUR_G4L;EURBRL 16 London;05/09/2018;4,8314
43;EUR_G4L;EURBRL 16 London;04/09/2018;4,7935
43;EUR_G4L;EURBRL 16 London;03/09/2018;4,7991
43;EUR_G4L;EURBRL 16 London;31/08/2018;4,796
43;EUR_G4L;EURBRL 16 London;30/08/2018;4,8773
43;EUR_G4L;EURBRL 16 London;29/08/2018;4,8306
43;EUR_G4L;EURBRL 16 London;28/08/2018;4,8401
43;EUR_G4L;EURBRL 16 London;27/08/2018;4,7347
43;EUR_G4L;EURBRL 16 London;24/08/2018;4,7426
43;EUR_G4L;EURBRL 16 London;23/08/2018;4,7121
43;EUR_G4L;EURBRL 16 London;22/08/2018;4,7314
43;EUR_G4L;EURBRL 16 London;21/08/2018;4,5996
43;EUR_G4L;EURBRL 16 London;20/08/2018;4,5089
43;EUR_G4L;EURBRL 16 London;17/08/2018;4,4924
43;EUR_G4L;EURBRL 16 London;16/08/2018;4,4182
43;EUR_G4L;EURBRL 16 London;15/08/2018;4,439
43;EUR_G4L;EURBRL 16 London;14/08/2018;4,406
43;EUR_G4L;EURBRL 16 London;13/08/2018;4,4378
43;EUR_G4L;EURBRL 16 London;10/08/2018;4,3906
43;EUR_G4L;EURBRL 16 London;09/08/2018;4,3991
43;EUR_G4L;EURBRL 16 London;08/08/2018;4,3479
43;EUR_G4L;EURBRL 16 London;07/08/2018;4,3006
43;EUR_G4L;EURBRL 16 London;06/08/2018;4,3075
43;EUR_G4L;EURBRL 16 London;03/08/2018;4,3022
43;EUR_G4L;EURBRL 16 London;02/08/2018;4,3665
43;EUR_G4L;EURBRL 16 London;01/08/2018;4,3687
43;EUR_G4L;EURBRL 16 London;31/07/2018;4,3957
43;EUR_G4L;EURBRL 16 London;30/07/2018;4,3656
43;EUR_G4L;EURBRL 16 London;27/07/2018;4,3257
43;EUR_G4L;EURBRL 16 London;26/07/2018;4,3472
43;EUR_G4L;EURBRL 16 London;25/07/2018;4,3276
43;EUR_G4L;EURBRL 16 London;24/07/2018;4,3772
43;EUR_G4L;EURBRL 16 London;23/07/2018;4,4373
43;EUR_G4L;EURBRL 16 London;20/07/2018;4,4251
43;EUR_G4L;EURBRL 16 London;19/07/2018;4,4996
43;EUR_G4L;EURBRL 16 London;18/07/2018;4,4795
43;EUR_G4L;EURBRL 16 London;17/07/2018;4,5062
43;EUR_G4L;EURBRL 16 London;16/07/2018;4,5286
43;EUR_G4L;EURBRL 16 London;13/07/2018;4,5098
43;EUR_G4L;EURBRL 16 London;12/07/2018;4,5087
43;EUR_G4L;EURBRL 16 London;11/07/2018;4,506
43;EUR_G4L;EURBRL 16 London;10/07/2018;4,5019
43;EUR_G4L;EURBRL 16 London;09/07/2018;4,5482
43;EUR_G4L;EURBRL 16 London;06/07/2018;4,6182
43;EUR_G4L;EURBRL 16 London;05/07/2018;4,5902
43;EUR_G4L;EURBRL 16 London;04/07/2018;4,55
43;EUR_G4L;EURBRL 16 London;03/07/2018;4,533
43;EUR_G4L;EURBRL 16 London;02/07/2018;4,5375
43;EUR_G4L;EURBRL 16 London;29/06/2018;4,4956
43;EUR_G4L;EURBRL 16 London;28/06/2018;4,4464
43;EUR_G4L;EURBRL 16 London;27/06/2018;4,4523
43;EUR_G4L;EURBRL 16 London;26/06/2018;4,403
43;EUR_G4L;EURBRL 16 London;25/06/2018;4,4169
43;EUR_G4L;EURBRL 16 London;22/06/2018;4,3825
43;EUR_G4L;EURBRL 16 London;21/06/2018;4,4
43;EUR_G4L;EURBRL 16 London;20/06/2018;4,3421
43;EUR_G4L;EURBRL 16 London;19/06/2018;4,3383
43;EUR_G4L;EURBRL 16 London;18/06/2018;4,3629
43;EUR_G4L;EURBRL 16 London;15/06/2018;4,4064
43;EUR_G4L;EURBRL 16 London;14/06/2018;4,3244
43;EUR_G4L;EURBRL 16 London;13/06/2018;4,3629
43;EUR_G4L;EURBRL 16 London;12/06/2018;4,3762
43;EUR_G4L;EURBRL 16 London;11/06/2018;4,3454
43;EUR_G4L;EURBRL 16 London;08/06/2018;4,461
43;EUR_G4L;EURBRL 16 London;07/06/2018;4,5993
43;EUR_G4L;EURBRL 16 London;06/06/2018;4,5072
43;EUR_G4L;EURBRL 16 London;05/06/2018;4,4147
43;EUR_G4L;EURBRL 16 London;04/06/2018;4,3794
43;EUR_G4L;EURBRL 16 London;01/06/2018;4,3773
43;EUR_G4L;EURBRL 16 London;31/05/2018;4,3476
43;EUR_G4L;EURBRL 16 London;30/05/2018;4,3486
43;EUR_G4L;EURBRL 16 London;29/05/2018;4,3067
43;EUR_G4L;EURBRL 16 London;28/05/2018;4,3098
43;EUR_G4L;EURBRL 16 London;25/05/2018;4,2689
43;EUR_G4L;EURBRL 16 London;24/05/2018;4,2798
43;EUR_G4L;EURBRL 16 London;23/05/2018;4,2712
43;EUR_G4L;EURBRL 16 London;22/05/2018;4,2986
43;EUR_G4L;EURBRL 16 London;21/05/2018;4,3564
43;EUR_G4L;EURBRL 16 London;18/05/2018;4,4124
43;EUR_G4L;EURBRL 16 London;17/05/2018;4,3462
43;EUR_G4L;EURBRL 16 London;16/05/2018;4,3448
43;EUR_G4L;EURBRL 16 London;15/05/2018;4,3588
43;EUR_G4L;EURBRL 16 London;14/05/2018;4,3302
43;EUR_G4L;EURBRL 16 London;11/05/2018;4,2763
43;EUR_G4L;EURBRL 16 London;10/05/2018;4,2271
43;EUR_G4L;EURBRL 16 London;09/05/2018;4,2638
43;EUR_G4L;EURBRL 16 London;08/05/2018;4,2499
43;EUR_G4L;EURBRL 16 London;07/05/2018;4,2258
43;EUR_G4L;EURBRL 16 London;04/05/2018;4,209
43;EUR_G4L;EURBRL 16 London;03/05/2018;4,2595
